,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
0,0.0,0.0,0.0,0.0,0.0,796.9497508890271,3122.91221065925,1404.5148971079968,5118.048375767387,8154.36552641922,9339.328154500367,11193.680820236183,13472.910591323862,487.7379181653669,6074.99541544123,9437.40499431243,14585.192529406548,2413.6114425059923,11617.529230640665,3.710915647222779e-05,11627.263947080615,8534.882061457,22609.952111583647,11661.09792749955,21696.715438730527,26907.04266558075,18196.926960852696,9711.892993529329,8868.466118321072,11279.87066665591,10384.080703279436,3876.9670381826454,2910.050520046661,2958.1341394736473,31620.76269543284,29861.892407167146,53735.763187364835,39273.286935724216,25075.245520829416,37796.97961532074,13891.487575676458,21759.349612784394,18124.55714576744,32234.451546953293,25433.783618446883,42598.6705908732,34025.516558943316,39706.98832822758,22343.231366562653,20944.24371533081,32206.51121601269,20944.946093991373,23694.474864684922,20148.59808054244,12105.47079525277,20662.290195080805,42274.114022323374,40814.01394459623,55786.039453828744,48731.815862294665,44125.88961762929,14682.528376356087,18037.47658200365,13841.186676429514,34394.86934486537,14483.389500341054,26862.81194439389,397.5689215566306,14726.749394151377,11689.10970568808,4007.3353758050735,53969.4843059875,30102.27432347182,32499.171245203266,41499.43954661837,9063.595659730448,59270.19778026143,36916.98125168224,38857.9891110329,17976.65195851213,29312.27936410389,35451.3227532613,45745.27069095935,58211.63521635667,50573.78028216855,19973.905685836755,41739.879311433404,60483.25544911236,68848.75590482964,42280.025212843335,62737.33813574337,38970.57221760594,25169.5392335352,37629.42064972208,1078.128704168238,5445.603600588079,0.0,25279.12825064478,4046.2901377335497,0.0,5908.899606566321,8526.494706366246,12492.378374557326,31921.361233186642,10064.150574417505,41073.1187661213,19489.597855915457,8884.016101704701,26231.985105832115,14850.41264326637
1,0.0,0.0,0.0,2964.8398406027327,0.0,2214.8612133502174,3118.22950061596,5823.079593395665,7184.018562894298,10858.7928492537,12353.549696204122,12823.340770193749,14930.50386505591,2755.9005074219244,11136.677649873165,13710.741357076968,16643.98162567611,7537.6710303613145,13980.039517379622,1423.4066612301315,13983.89053995747,13740.284317274405,20246.943693171794,8787.560492328394,18929.928031035357,24425.176038034217,16191.086849852112,9260.196006912547,5912.765204937489,9937.267180681016,9477.653224077918,2405.688460060213,0.0,226.3133157972402,34735.52465950641,32565.330295682114,55915.25232032373,41834.382309365625,26948.728533739122,38983.080089311,15293.699102877124,20605.22080989617,21340.209701159652,31527.071123254183,25371.108632429383,44436.42282911434,36270.526426116405,41339.195769536746,27145.21361015487,24795.129737039897,37187.844428680095,25453.932085997727,28674.550082025562,25377.447451754655,17219.539299174845,23117.662898373314,46539.81178703662,45729.499397734944,61038.03702591186,53821.2571368202,49379.75044316083,19921.34790049608,23096.408839862735,18781.54521101005,39653.01288430429,11966.314217863239,25052.82673759078,0.0,13316.528509091908,8326.666609781729,1979.5879249166,51715.06100711571,27795.630919409505,29982.63533167033,39446.41986655669,7294.205715272431,57346.854569548545,34777.83295015576,38400.197718535346,16507.626791178558,28706.68744545573,34317.70322376085,44806.49858371059,57233.341610079115,50130.23089952209,21146.887539702668,41741.69030870358,59537.35743070145,67818.78651270088,40894.723592259004,62146.98224120776,38997.602980789976,26223.684050404558,38283.671211822475,4017.4542805303017,8856.577113676203,2403.5735885713448,27064.48295321622,6867.009749382286,2404.149092737378,10945.204332254516,9257.844278651444,13074.326573874647,32942.62542567674,12446.18429185917,45076.742208664444,16918.006872942984,6011.585181121238,23692.685393156746,14134.636279030192
2,0.0,0.0,0.0,10925.865260524377,8986.869229519662,11217.881359648874,12591.438990141904,12458.776219466443,16100.804889341613,19348.589628019552,12185.181055805513,10772.377759033332,12315.954339749092,1441.052628261353,13652.994098097617,14440.52125165203,15161.488142614595,10735.419756359372,12594.95979734303,0.0,12267.235662897336,16944.79598488838,28970.025945022382,15899.013289239962,25130.43574106842,32774.83584390086,25506.394240305242,18859.058079827966,12974.368154683145,19577.193202971102,19128.453347399594,11004.161535639589,5485.9577878919035,9880.546150659036,42711.62299653102,40965.50338247265,64921.2808912928,50423.89657423521,36125.50615478351,48440.632393218395,24625.62573018146,30230.21181318581,29214.44451200884,41174.148300695495,35015.58169887225,53658.20868817469,45208.280300008475,50658.24541537496,32213.853777251974,31963.921808620013,41276.017308700546,31750.62670234365,29183.857276268107,27737.152576157285,19134.71810736231,21641.25155285311,53117.62573717416,50838.081619450895,63772.94655129155,57313.88280121842,51315.07779018066,22780.263189336336,24327.834802809135,24215.456108549162,42250.61273463153,10428.227617540148,23958.582930291643,0.0,10235.257088346252,11971.43525261941,0.0,50230.627152457106,25475.486199957966,30748.329696425684,38139.67680206694,4419.33015118633,56631.795689649894,33398.9204501653,35100.37248504013,13472.825517590516,25415.01057651606,31150.76342249251,41579.45429770951,54021.71907188865,46829.61161385928,17869.67723159209,38278.37791361818,56319.300510966146,64626.188778160424,37845.183801585306,58859.51630301336,35528.043967689875,22860.5617869849,34785.59258135105,12055.745884845373,16501.093411494177,4620.098208938807,24707.752550452467,7063.662456537601,1770.3407186955997,16508.98683216848,5866.901697977336,22560.63031373005,42417.00931115002,21236.40756605116,52039.25870389797,18381.513948227665,8928.330869733278,21967.582821307627,10994.349366035065
3,0.0,2964.8398406027327,10925.865260524377,0.0,0.0,408.95593619228924,2336.304938188525,0.0,3491.414362830158,6610.569851297044,9394.622628787967,15973.638784946304,18662.68031003745,7271.832270191037,5714.511239660426,9406.244357062995,17176.409264337984,2194.20797872769,12071.203730479312,8621.910473328715,13824.227361439696,7887.617162207376,22754.301809095705,13407.159336070805,22208.901300069152,27227.834966456245,17803.616903523827,8736.876911889565,10780.53256860249,10484.802267183166,9510.696582495624,5021.924456451201,5439.780913129421,5021.129185554334,29880.796045020445,28221.015384337195,52260.59941694603,37683.25005206628,23628.480238507706,36322.18841202797,12415.776952745633,20715.08434912758,16383.67469358726,30925.029883976724,24129.994898908288,41156.94768633362,32562.047030666112,38248.765053833224,21021.993981866934,19286.56434700813,30955.111299343815,19561.940173095994,23221.537616671732,19368.093239250287,11560.889086692841,20914.046261460655,40805.28812920076,39537.69837730364,54792.6976535374,47540.26923479253,43237.85916071614,13893.152430812897,17488.689116656333,12560.704816554886,33470.91630767119,24451.00347818225,35491.64507327122,8262.746166260433,25629.00985630762,17535.533558038343,14966.790021157309,63302.43441380695,41053.36645813172,39460.49335649262,50246.57278221543,20158.603244822585,67225.12411779305,46140.16497326679,48175.37061540676,28579.693256653016,37492.8263094162,45848.48603396332,55804.92719594649,68236.42621101101,59726.190809707514,25856.78609223476,50007.2483524614,70408.64232253053,78935.5631031992,52917.97100153021,72089.33227604932,46395.07333733072,30803.403675094407,44166.738053454304,0.0,3692.6531016021895,0.0,27207.687068333198,3962.4707338129965,2269.4738054773484,4682.520896173293,14653.733781643903,11164.271966265409,30446.033678715066,8656.288253319166,39497.58693571333,26563.47875719045,15961.481264086928,36371.78555289293,24394.721287720964
4,0.0,0.0,8986.869229519662,0.0,0.0,0.0,0.0,2290.738113566145,3411.6790481145035,6782.974442582794,12760.963459577975,17556.869554800076,20116.95463351225,7467.836126305418,9743.35283156816,13134.680920963809,19526.698079258047,6093.006275801224,15093.663055921455,7571.449307953698,16174.226248254421,12035.4238363875,17824.292489193318,8096.417690401634,17060.620141144635,22199.81741398267,13285.748322088897,5520.948633285377,5899.144715499741,6529.714385572936,5927.774450267044,3.089966276894525e-05,3.0029831620689575e-05,4.425128120170847e-05,30653.4881862437,28506.943670648932,52170.53072191329,37851.46544424915,23254.38000794282,35093.128866658786,11536.373734783152,17266.193330962415,17269.927481126266,28124.367033069313,21672.176958444397,40683.79005455604,32457.58592291773,37533.51531565227,23594.05899438865,20749.483423784808,33813.71239111193,21649.203226317954,27335.89177869044,23457.648150208024,15691.456762113885,24108.261115899866,42547.78073195609,42220.37409310442,58463.12586134504,50595.84471637373,47156.739348522155,17994.276841414463,21640.23029709501,15530.046090881371,37342.737405171276,20351.281857587448,30264.9504059381,2732.185452994338,23729.547915072955,12012.543709906635,12469.554853240334,58345.77590158248,37585.14251910161,33947.17508661947,44997.108941505474,16935.89693752898,61780.426904910906,41180.3558361199,48206.33054808628,27123.900811020325,38314.946931599145,44955.822855885315,55337.016400178625,67807.87472709113,59878.20663750466,27247.077006958727,50617.59642599325,70053.64983960101,78436.56562039682,51490.6451047938,72133.08619912967,47536.61987148824,32375.681693450526,45543.26296776237,0.0,4824.282246890724,3325.118392915506,30200.865800090076,7371.877960640853,4880.824553427197,8043.19059917364,16381.042410525424,9155.490353344905,29038.12887740747,8490.038104592293,41026.670292201205,21104.38959680755,10757.363330579177,32209.21065521278,24326.69222383627
5,796.9497508890271,2214.8612133502174,11217.881359648874,408.95593619228924,0.0,0.0,0.0,1317.8531052215815,1811.8821360277075,5650.438138934893,14005.648215007324,19685.71927261884,22282.619730473347,9753.102893442674,10565.041002076776,14085.169659463809,21392.511323127947,6940.319287366384,16589.19666219093,9908.359248120698,18021.11177655223,12625.999208954849,19246.07720376731,10573.525926679044,18772.868806234826,23737.22986336375,14272.898221656613,5338.406381649069,7256.923972517732,6970.947906972702,6031.4905996697835,2442.616574980665,3760.5359619209316,2718.748953297925,29530.403555306173,27241.13198184455,50661.97163320373,36465.75621858771,21772.121504244467,34081.86204497722,10295.285051627592,17386.743563600416,16264.387687801134,27951.828164952738,21188.52720170802,39300.316117075294,30960.09042108729,36299.09578017641,23427.45185887603,20014.78344519895,33693.526952548506,21244.86890773115,27998.256983825253,23761.644459212774,16336.717908603134,25507.55504354263,41867.67511190199,42010.009920210665,58514.29150830595,50503.36495546192,47282.448095321284,18336.66405174586,22124.935437011256,15487.236575902818,37460.52880788242,23698.913355278048,34162.68552506598,6540.255637334152,26323.753847795848,15696.972213777099,15091.839454561334,62122.37851389972,40671.28383467742,37813.19420618525,48868.39488262687,20057.223713156553,65675.8606274559,44952.795936666414,50546.68914010876,29552.028628070024,40616.97284727925,47206.95369107181,57534.997593199194,70000.07659874561,62236.71542454507,29436.90767190579,52949.44183438681,72273.41881084317,80633.3480585257,53935.90290409123,74459.42702285945,49795.10518048939,34531.26880556358,47762.351936629355,0.0,4485.169029638394,4643.962982199488,31754.503795253164,8731.303649903692,6406.957233787027,8168.095309881493,18650.001904008262,8330.80926944721,28076.596916279508,7078.286864836762,40221.22255287724,24625.448845302522,14589.088761189518,35602.11236377548,26616.610978405566
6,3122.91221065925,3118.22950061596,12591.438990141904,2336.304938188525,0.0,0.0,0.0,1411.5564744183164,0.0,5537.882209768471,16157.314067942048,21870.80056960467,24432.608016894632,11766.030356713352,12171.941935748744,16002.569567014973,23715.83279503563,8775.90835835685,18884.9796185002,11630.892333559283,20348.677181754898,14005.592635207382,11852.047692353017,6744.070931718694,11549.101360586383,16368.106803131866,6846.706601060961,0.0,0.0,14.293400572541785,0.0,0.0,2724.1967101637856,1118.6750689731543,27633.071676962772,24824.30951926205,46664.60694193112,33217.118796736264,17737.200271854606,29357.982289011146,6034.968517399191,10678.721995376092,15278.566907085935,21606.90284107012,15502.251212722866,35053.514280905205,27303.346386725418,31848.76068388234,23675.08550850728,19625.775164698283,33989.6247347096,21366.709008141792,29348.12247531499,24907.2699410049,17710.035481800947,27671.880831751398,41189.40873715501,42183.35901330124,59223.44127769896,50836.3328403689,48187.99232590247,19537.06673421905,23407.114049678512,16071.89413959922,38358.06821407544,23642.04482150998,32305.222666099828,4775.554494011955,27441.700073520675,13171.477197430642,16164.500801228438,60864.20735702861,41059.93663072278,35251.938657417515,47199.08765372198,20553.252396538515,63244.402888437435,43740.133010858095,52172.58021865742,30778.381586125925,42572.10293715634,48554.18715254045,58970.31272701332,71420.82809482621,63883.260029513534,31563.248807040916,54819.90317048274,73714.31093698088,82031.43786497113,55164.893209598,76055.64093277599,51830.88798073249,36691.073659845926,49853.137376665814,0.0,4820.6319910954235,6494.171946820276,33989.15360167456,10164.852050985286,8808.793261774064,9112.743738744703,20677.436762646008,3456.8461546170383,23310.881101165163,4542.228290190783,39118.119350102235,21188.97582027917,13343.402943203311,35349.395563691396,28164.197482059284
7,1404.5148971079968,5823.079593395665,12458.776219466443,0.0,2290.738113566145,1317.8531052215815,1411.5564744183164,0.0,0.0,1386.196332426003,9690.924168120135,16926.02798345893,19543.281957111783,8616.972159052486,5677.754411215013,9466.228064066032,17853.975016463828,2248.699682236246,12512.27776363963,10046.4828113293,14551.804791467339,6944.668039095457,20779.421988949613,13567.294017797363,20589.23278528347,25320.792236291534,15518.952559251888,6188.77290136873,8755.20448492388,8247.397963024003,7153.9872892950125,5877.484543874229,7831.446404490267,6360.077121387376,19102.24968598971,17734.339515568656,42601.99325050285,27245.49015361626,15073.735663331583,29912.99985436666,7600.758048927795,17616.32348462588,5635.701230722681,26685.193559006264,20034.841574818678,32670.883048390922,23344.21086880228,30190.111664247273,12023.504288950437,8449.021904482288,22332.710417968745,9474.382473678472,21741.348308002114,16683.23417472396,10473.57031170192,21173.838315854926,30194.40615315593,30330.0547023961,48049.833267351176,39169.038199419985,38007.59858162526,10650.35080688928,15650.809085478973,5741.366152488793,28317.900219603478,26791.787044434335,38146.002702795726,10399.655084252912,27034.510812622946,19164.614452758215,16385.744828552055,66058.50743835366,42752.303957325166,41365.957333479404,52959.58456583009,21584.10305818227,69430.34366218865,48923.02609799915,49398.26349457754,29926.355701305947,38564.59755064384,47190.601850910854,57103.877379758254,69524.98170909705,60919.38555574464,26811.946666648975,51112.47295241509,71685.28842615553,80228.7769553869,54284.16412874181,73292.5414329845,47374.587237529435,31689.485389885533,45078.33847777601,0.0,0.0,0.0,27508.340806432192,2724.4945329585103,3445.354345417922,2.546191131005831e-05,15440.377516739181,7264.399969225788,24768.92960722983,1.935093404695252e-05,28722.852554465524,27911.978504541632,18761.95941625516,38659.20439536767,25613.988038162104
8,5118.048375767387,7184.018562894298,16100.804889341613,3491.414362830158,3411.6790481145035,1811.8821360277075,0.0,0.0,0.0,0.0,14203.98862431452,22027.305178011407,24615.766023736905,13275.119264374367,9161.183061716794,13396.80047764559,22735.608903219174,6973.384282624199,17139.822981197107,14168.133405842227,19510.575901370255,10223.697320792047,12720.045090065158,9597.53368124298,13311.086018846063,17137.746640311972,6839.359160054655,0.0,2712.2142495721487,2065.6826233884854,971.2190873360627,2596.052131967725,7406.896732457405,5654.6425796584235,20002.728858887647,17030.255778148938,38962.85891951973,25261.539353121323,9994.8103039022,22469.290025244172,0.0,7918.9020463750885,8033.3588917429715,18014.710351369715,11284.780041984242,27505.93078503151,19412.744867483056,24464.691430506686,17784.039429905308,13518.911817599968,28099.83440801252,15505.696845633254,25066.522613817575,20053.254758615687,13756.454540211234,25283.589880592048,34702.92510220921,36309.86491031401,53488.075628695515,44948.00932339709,42670.122055933316,14295.818188816702,18980.709715834124,10361.101953461857,32854.437446342876,28281.238876873358,35614.74993585969,9447.946188097929,31208.28003210891,15889.537546410294,20054.299485486586,64628.99703529877,45594.94988879085,38077.7275201248,50585.53306799726,24945.887176921686,66155.99252873966,47629.03821715302,54285.44370667822,34452.22075627774,43628.712216521664,51732.62696484866,61802.24600896473,74251.58282055764,65856.14016984179,31913.987368397633,56152.82214132155,76445.53819410907,84938.88061316578,58697.98108427659,78208.54100459114,52474.54605380497,36742.518964908515,50148.872593230815,0.0,0.0,3236.1848766923727,31627.238313051603,6046.242577829783,8409.279231063838,3396.3277805676544,20447.729392532012,0.0,16672.600314633914,0.0,32194.873077112134,24121.742319748104,17359.80432629204,40014.32559182649,30515.241470266737
9,8154.36552641922,10858.7928492537,19348.589628019552,6610.569851297044,6782.974442582794,5650.438138934893,5537.882209768471,1386.196332426003,0.0,0.0,16497.20466032426,24959.573441206325,27483.485559204197,16428.49016533452,10996.840040354211,15284.922022709778,25256.224883705934,9789.459142651827,19272.191346571966,17327.48275697238,22213.088206744105,11165.875456516193,22403.84931499317,17377.920280663453,22724.84300736994,26880.702019788754,16371.770596421324,8118.54537058048,11314.447032522221,10647.167918222467,9552.852214827715,9946.214117183004,12157.054183150638,10508.972701727767,19985.41113075593,18134.814444549687,42253.12328843643,27622.539079385333,14057.075681834218,27553.969083635096,4493.305092700019,17160.90732213583,6550.847075498249,24508.344733846487,17811.69058821988,31441.433434036626,22578.557493293378,28809.31445926074,14827.042375162247,10343.37645390017,25090.148198230676,12009.91690827448,25237.888845319685,19771.57813442963,14398.848609961426,26844.45092602504,32177.11421000727,32902.69845840867,50896.06387975982,41889.57771891333,40954.07233325767,13472.01468172025,19136.291765747577,8414.885238035627,31262.655731349838,32448.38227150035,42294.17320585499,14582.130483146037,34351.32789944561,23251.315580935207,23511.86424967843,70665.2169475773,49277.63462637186,45445.50635460963,57156.25138671688,28599.498283269797,73539.32547700616,53506.251320031944,57414.20656140221,37601.42072931541,46643.90859729144,54900.089516291744,64965.31814226216,77412.56814232476,68967.46703532063,34831.84956408291,59195.786041632186,79602.67896299226,88101.68511831538,61858.53754884785,81330.64014976437,55397.86424554816,39489.0832972811,52899.293363767545,4105.93991252398,0.0,3294.1081022292124,33251.073044775905,6876.300444675693,11479.510625523379,2821.2728655472456,23217.480952235084,5800.6793836573415,22131.46749451205,0.0,30475.399242381,31867.67503829752,23067.120755309552,44354.10966671604,33635.695488927304
